"Rock Type (Limestone-1,Shale-3,Sandstone-4,Basalt-5,Granite-6)",Density (g/cc),UCS (MPa),RQD (%),Hardness,Joint Spacing (m),Joint Orientation (deg),Fracture Frequency (/m),Charge per Hole (kg),Powder Factor (kg/m3),Delay Timing (ms),"Initiation Sequence (Line-1,Staggered-2,Diagonal-3,Vpattern-4)",Burden (m),Spacing (m),Bench Height (m),Hole Diameter (mm),Hole Depth (m),Sub Drilling (m),Stemming Length (m),"Explosive Type(Emulsion-1,ANFO-2,Slurry-3)",Bench Width (m),Slope Angle (deg),Overall Slope Angle (deg),Pit Length (m),Temperature (C),Rainfall (mm),Humidity (%),Flyrock Distance (m)
6,2.42,227.3,95.2,9,1.65,6,6,367.5,0.64,383,4,5.56,5.96,14.7,212,16.45,2.34,4.25,3,7.13,46,30,682.7,43,164,37,38.22
5,2.38,267.6,49.5,9,2.01,59,9,114.2,0.66,460,4,5.24,7.02,10.76,165,11.28,1.1,4.82,2,10.79,49,31,794.5,41,146,42,17.72
6,2.4,76.8,49,7,0.86,48,15,135.5,0.38,481,4,3.73,4.09,9.77,237,10.85,1.43,3.53,2,17.69,56,41,515.6,34,181,72,17.36
4,2.72,69,98,8,1.32,25,8,157.5,0.4,361,2,4.54,5.03,13.57,176,15.37,1.31,3.44,2,15.94,71,30,111.5,43,203,64,27.72
3,2.89,168.5,53.7,9,1.9,4,4,255.1,0.46,247,2,3.04,3.7,8.22,228,10.11,1.28,2.62,1,10.74,71,54,812.3,36,279,73,32.9
4,2.32,275.7,66.2,6,0.22,7,2,227.9,0.62,493,3,3.91,5.24,10.73,178,12.26,1.69,3.61,1,13.66,60,30,670.8,32,155,95,23.19
4,2.43,215.1,92.3,8,1.65,28,15,429,0.31,220,1,6.83,9.6,13.78,203,14.88,2.95,6.2,2,5.48,66,36,346.4,27,31,77,30.6
5,2.74,46.3,35.8,8,0.22,80,7,388.9,0.67,267,1,4.05,5.54,10.18,85,10.96,1.98,3.36,3,18.9,67,53,598.5,25,57,56,47.4
3,2.96,280.9,25.4,7,0.93,30,3,367.7,0.52,24,3,4.94,7,13.68,75,15.44,2.33,3.59,1,7.45,54,38,263.8,42,152,30,37.76
1,2.41,83,77.1,5,1.19,52,6,399.9,0.68,284,1,3.53,5.27,8.84,97,9.39,1.01,3.29,1,9.77,53,52,154.1,42,204,75,37.74
3,2.3,197.2,87.7,4,1.05,19,14,244.4,0.59,447,3,5.95,8.6,14.78,122,15.98,2.19,5.11,2,8.74,55,39,623.6,20,216,50,22.06
3,2.69,192.4,74.7,9,0.6,37,2,493,0.5,463,2,2.08,2.17,6.21,83,7.77,1.02,1.62,1,13.08,51,33,670.2,40,230,44,45.34
4,2.74,89.2,95.4,3,1.74,0,13,441.8,0.37,252,1,5.56,7.67,13.71,118,14.36,2.03,4.65,3,18.07,49,30,914.7,36,179,38,34.13
5,2.39,272.8,89.3,5,0.47,68,1,108.1,0.58,293,2,4.31,6.31,12.79,216,13.47,1.06,3.41,3,19.09,75,43,377.1,40,126,34,36.42
1,2.32,242.2,21.5,6,1.89,21,9,197.7,0.32,310,2,2.6,2.88,6.4,174,7.71,0.76,2.38,1,14.79,58,55,939.6,24,59,47,25.29
6,2.92,191.9,84.9,5,0.44,39,2,126.7,0.77,344,1,3.18,4.09,8.01,198,9.66,0.76,2.54,1,10.79,62,42,597.3,25,62,81,39.08
5,2.74,139.6,63.5,8,1.58,17,2,127.7,0.86,497,2,3.57,4.86,10.47,213,11.63,1.02,3.22,2,17.51,54,54,267,22,297,39,32.98
5,2.69,212,48.2,7,0.7,16,12,329.3,0.51,356,4,2.98,4.13,8.56,238,10.48,1.11,2.83,2,9.05,51,55,634.3,29,223,53,33.35
1,2.21,177.1,65,4,2.43,76,4,329.5,0.96,232,3,3.1,3.82,7.46,81,9.43,1.07,2.18,3,15.59,71,51,944.9,29,123,62,63.26
6,2.44,269.5,29.2,4,2.15,80,6,244.6,0.47,274,4,5.65,7.69,13.63,88,14.54,1.32,5.53,1,16.61,49,43,504.4,25,23,70,15.21
5,2.48,51.4,72.8,5,2.25,16,10,342.6,0.52,158,3,4.14,6.1,10.65,183,12.06,1.99,3.92,3,10.47,68,53,951,35,23,45,28.29
6,2.86,248.3,72.8,7,1.19,89,14,369,0.35,123,2,3.96,5.68,10.32,243,11.64,1.96,3.19,3,15.64,61,30,811.1,23,262,36,33.37
6,2.54,194.9,35.4,5,1.44,83,10,80.2,0.78,295,1,5.4,6.14,10.88,233,11.55,1.72,4.9,2,17.84,45,52,836.4,39,65,73,35.45
5,2.54,176.6,64.4,7,1.56,19,6,373.6,0.76,149,1,6.3,8.32,13.67,154,15.19,2.85,5.83,3,14.28,46,38,990.6,32,107,53,38.84
1,2.37,234.3,77.8,4,1.45,0,11,153.4,0.34,133,3,3.46,4.68,8.72,227,10.01,0.75,2.95,1,18.93,72,50,293,38,252,96,22.49
4,2.42,70.2,84.6,9,1.75,52,14,414.4,0.95,118,3,4.98,6.77,10.68,188,11.74,1.93,4.5,2,11.19,70,54,421.3,33,272,33,54.25
6,2.45,200.3,46.4,4,2.14,47,4,415.1,0.51,222,1,5.01,7.45,12.25,195,12.78,2.31,4.05,2,5.21,45,50,290.3,34,273,64,42.8
3,2.64,176.8,28.1,9,2.22,84,10,214.5,0.68,453,4,3.29,3.48,8.96,111,10.31,1.65,3,3,6.26,49,33,638.8,40,149,93,32.05
6,2.74,144.5,43.2,10,0.52,43,1,459,0.78,440,3,5.22,5.91,14.43,194,14.95,1.78,5.01,3,17.07,74,36,842.4,45,294,55,54.35
1,2.83,45.2,81.9,6,1.37,46,10,109.8,0.73,237,2,5.33,6.96,11.59,222,12.77,1.75,4.23,3,16.15,46,41,168.6,24,182,56,36.82
3,2.21,106.1,29.9,5,0.12,11,10,184.2,0.99,280,3,3.64,4.13,7.62,149,8.41,0.94,3.13,3,12.76,62,51,683.8,21,52,55,42.93
5,2.72,104.8,25.2,6,1.43,66,10,87.2,0.95,39,1,3.82,5.5,9.2,97,10.41,0.83,2.85,3,17.86,52,50,907.4,21,117,76,53.24
1,2.83,297.4,42.2,4,2.04,0,1,309.4,0.5,424,4,5.59,6.62,12.05,247,13.05,2.53,5.37,3,18.23,53,42,901.8,27,264,56,23.47
3,2.42,200.5,86.6,9,0.65,31,3,231.2,0.68,401,3,3.44,4.76,9.63,169,10.47,0.88,2.52,1,8.8,61,35,932.2,43,16,38,52.8
6,2.49,126,85.9,8,1.56,48,14,300.5,0.86,378,2,4.51,5.99,12.69,190,13.68,2.14,3.55,2,9.57,50,33,379.5,32,229,55,52.76
1,2.51,110.2,36.2,10,1.16,58,1,286.8,0.33,465,2,3.03,3.73,6.7,80,8.02,1.2,2.89,2,6.92,54,53,505.5,40,218,96,23.05
3,2.67,134.5,90.2,5,2.08,10,8,144.9,0.78,54,4,4.07,4.14,8.99,226,10.74,1.04,3.99,2,19.63,49,41,342.1,44,62,54,30.75
5,2.86,27,96.3,3,2.35,90,7,373.9,0.78,467,3,4.34,4.73,8.81,141,10.61,2.12,4.26,1,9.38,71,47,668.7,32,116,45,51.45
6,2.25,234.3,93.9,6,0.48,6,12,211.3,0.83,284,4,5.12,6.28,13.48,190,15.24,1.98,4.03,1,18.43,57,38,515.4,30,199,56,49.59
6,2.59,84.8,48.4,10,1.18,17,5,462.1,0.56,427,2,2.74,2.84,6.03,131,7.61,0.93,2.5,2,19.16,65,43,815,24,80,100,51.33
3,2.3,247.9,88.8,10,0.75,22,11,390,0.33,205,4,4.42,5.25,12.05,229,13.06,1.36,3.37,2,18.43,62,46,736.6,31,208,70,34.31
5,2.69,25.6,87.6,4,0.57,89,12,347.1,0.54,467,3,3.68,4.05,9.08,173,9.6,1.06,3.17,2,18.73,67,42,502.4,44,243,48,44.08
4,2.93,104.7,30.9,6,0.8,53,11,385.6,0.64,68,3,3.21,4.15,8.77,189,10.7,1.14,2.82,2,11.42,55,47,670.3,27,130,76,35.78
5,2.99,297.5,71.3,4,1.66,77,11,231.1,0.44,290,1,4.04,4.33,8.41,154,9.92,1.49,3.15,2,12.46,75,43,723.8,29,38,77,28.45
4,2.37,272.8,33.1,8,2,15,10,282.8,0.71,398,4,2.46,3.5,6.45,235,7.81,0.77,2.22,3,7.34,55,53,259.8,22,68,89,40.9
3,2.26,51.3,74.8,7,0.53,57,3,284.8,0.55,382,1,4.41,5.26,11.63,86,13.59,1.79,3.52,2,16.95,56,39,541.2,27,187,89,33.2
3,2.29,73.7,82.4,3,1.13,55,7,284.4,0.79,334,2,5.46,6.65,11.36,191,12.25,2.33,4.5,3,16.02,67,40,768,27,71,61,38.99
6,2.82,256.2,71.7,7,0.51,73,14,382.9,0.39,43,4,2.69,3.4,7.85,194,9.46,0.58,1.98,1,15.27,53,42,314.4,41,18,30,43.19
1,2.94,131.8,61.3,8,2.12,50,9,431.9,0.58,300,1,2.16,2.48,6.41,122,7.09,0.61,1.85,3,11.74,51,54,206.6,44,225,75,51.18
4,2.65,66.9,92.6,10,1.6,42,9,308.3,0.39,257,3,3.14,3.24,6.4,94,7.06,1.19,2.71,1,12.14,75,51,389.8,39,219,83,26.51
4,2.62,69.2,76.4,3,0.26,26,14,408.9,0.46,86,2,3.81,5.42,9.12,148,10.37,1.67,3.01,2,9.51,52,38,450.4,20,137,57,30.13
5,2.87,216.3,80.7,6,1.16,11,7,138.3,0.34,123,3,5.38,6.51,10.92,75,11.91,2.27,5.1,1,9.02,46,35,192.8,34,277,83,7.57
3,2.42,102.5,53.6,9,0.54,56,8,496.5,0.92,371,2,2.94,3.84,6.25,194,8.18,0.75,2.25,1,7.3,45,45,889.7,36,74,96,61.75
6,2.23,66.3,77.6,8,1.89,86,12,191.4,0.57,26,2,4.24,5.05,9.86,156,11.58,1.38,4.17,3,19.9,70,55,518.9,27,27,84,21.16
6,2.78,232.5,50.2,9,0.92,14,2,332.8,0.84,139,1,3.09,3.97,7.13,182,9.07,0.77,2.71,2,19.06,63,36,641.9,33,164,96,45.04
1,2.42,23.6,52.4,9,2.44,19,13,471.3,0.8,277,1,6.23,8.25,14.92,79,15.84,3.07,5.12,1,7.1,52,52,318.7,26,290,46,44.78
1,2.87,295.3,87,7,1.84,30,3,234.7,0.31,453,4,5.25,6.62,11.49,246,12.26,1.75,4.31,2,13.34,48,47,482.2,43,233,97,19.8
3,2.25,32.1,45.5,3,0.28,41,1,144.9,0.78,237,4,2.65,2.9,7.58,216,9.2,1.14,2.51,3,11.62,45,46,301.7,24,146,82,32.62
3,2.62,159.3,39.8,6,1.66,81,3,332,0.48,191,1,5.15,7.63,10.52,101,12,1.91,4.47,1,5.66,69,44,208.9,23,257,58,28.46
3,2.81,162.6,48.4,3,1.84,24,9,442.6,0.96,196,2,2.13,2.96,6.09,235,7.84,0.84,1.98,3,10.02,66,53,479.6,21,243,45,71.56
4,2.74,87.8,66.5,5,2.48,53,15,353.3,0.6,112,3,3.89,5.24,10.2,169,11.48,1.56,3.74,3,8.82,47,30,814.9,43,167,30,38.51
3,2.91,28.3,98.6,4,1.83,70,13,167.1,0.68,163,3,6.03,8.22,12.46,151,13.77,1.45,5.28,3,18.13,65,41,740,35,89,46,33.8
4,2.89,292.2,83.5,5,1.88,77,14,324.5,0.85,420,4,3.05,3.81,6.33,112,6.84,0.82,2.6,2,19.33,67,42,621,39,96,69,56.06
6,2.44,128.6,76.5,9,1.68,64,3,446,0.52,352,4,3.38,4.44,7.14,124,7.93,1.6,3.21,1,19.58,69,35,863.3,20,29,97,47.13
5,2.91,259,93.9,9,0.28,58,11,497.5,0.67,79,3,6.42,8.01,14.47,107,15.15,1.8,4.77,1,16.05,45,37,695.8,28,14,48,60.23
4,2.9,214.7,63.7,6,1.84,52,1,239.5,0.48,312,2,5.38,7.24,11.89,75,13.48,2.47,4.89,1,18.51,73,47,684.5,34,292,84,32.25
6,2.25,144.3,38.3,6,1.42,85,12,171,0.46,394,4,4.77,5.8,9.61,200,11.5,1.67,4.72,3,15.28,54,34,802,24,64,84,13.79
5,2.82,95.4,49.9,9,2.22,12,15,277.8,0.54,335,4,3.69,4.58,8.1,201,10.09,1.14,3.4,3,19.95,70,35,456.7,21,238,70,26.93
1,2.29,178.6,58.2,7,1.94,83,6,210.6,0.4,253,3,2.99,3.23,8.51,213,10.17,1.36,2.7,3,16.44,73,38,416.6,33,12,40,33.73
3,2.5,245.1,43.5,7,2.24,21,2,496.2,0.91,465,4,2.71,2.88,6.93,243,7.98,0.64,2,2,13.98,74,41,497,44,155,96,63.76
4,2.83,160.3,24.1,6,2.47,57,8,122.3,0.59,500,1,2.46,3.56,6.02,143,7.39,0.75,1.96,2,8.18,64,48,794.2,25,234,77,28.66
1,2.32,148.4,87,7,2.12,71,11,285.4,0.58,417,4,5.68,7.49,12.85,145,14.6,1.53,4.12,3,16.28,63,35,471.4,40,25,46,38.81
5,2.72,255.1,20.9,3,1.3,36,8,159.9,0.51,274,4,4.95,5.98,11.57,224,13.01,1.44,4.3,1,16.13,47,48,696.3,42,250,53,23.16
1,2.43,39.1,42.1,4,0.85,14,6,359.7,0.91,298,3,2.92,2.95,6.34,80,6.94,1.43,2.07,2,9.96,60,49,157.4,43,18,64,56.65
6,2.3,50.3,33.5,5,0.76,15,14,250.8,0.6,107,4,4.21,5.24,9.43,248,10.49,1.09,3.98,3,18.72,46,33,568.7,40,106,38,32.22
3,2.28,106,86.8,3,1.35,88,3,234.4,0.37,335,1,5.27,5.73,11.34,147,12.26,1.21,4.75,3,9.52,49,47,441.8,30,231,73,10.37
4,2.76,88.9,38.2,4,1.08,15,15,181.5,0.65,348,4,4.55,6.47,11.97,151,13.84,1.96,3.78,3,17.91,47,30,964.6,25,11,100,25.01
5,2.21,225.3,36.6,5,2.28,6,8,269,0.37,415,1,3.93,5.73,10.47,175,12.17,1.05,3.37,1,11.56,50,44,921.5,39,34,97,31.93
1,2.44,202.1,44.9,9,0.54,13,11,397.2,0.79,99,2,2.68,4,6.19,217,7.16,1.15,2.28,1,7.38,65,40,125.7,20,120,83,61.53
4,2.96,104.8,67.3,5,0.91,88,14,280.1,0.78,24,3,4.42,6.54,12.24,167,13.34,1.38,3.9,1,9.21,64,44,490.4,39,59,89,33.9
4,2.57,175,68.5,4,1.46,32,9,218.6,0.76,120,3,4.55,5.35,11.33,188,13.26,1.48,4,3,13.02,56,31,393,25,186,82,36.17
1,2.99,63.6,30.2,3,1.81,54,3,385.7,0.32,64,4,4.64,6.29,12.26,227,13.58,1.32,3.8,3,12.74,75,55,906.8,45,126,69,24.03
3,2.72,73.8,61.8,6,2.15,15,8,302.9,0.44,42,3,6.55,9.23,14.47,75,15.51,2.41,5.21,3,19.12,45,42,843,36,37,91,27.52
4,2.94,186.6,48.5,5,2.37,18,10,454.1,0.75,111,4,5.04,5.68,14.13,112,15.89,2.09,4.41,3,18.46,67,54,732.9,23,167,100,40.69
4,2.92,122.9,21.7,5,1.46,21,8,298.9,0.58,459,2,3.91,5.52,10.06,207,10.78,1.07,2.93,1,18.83,51,47,590,38,30,58,34.93
6,2.65,112.5,60.1,5,0.34,24,5,132.2,0.97,175,1,2.58,3.65,7.29,98,8.57,1.09,2.07,3,8.5,64,34,451.9,34,183,44,53.76
1,2.4,252.7,42.6,5,0.83,21,13,141.2,0.53,440,4,4.75,4.86,12.23,141,12.83,2.18,4.37,3,7.63,60,36,563.2,45,105,100,13.51
5,2.91,169.3,81.1,10,1.49,66,9,81.2,0.41,56,4,3.95,5.25,11.43,241,13.33,1.48,3.04,2,16.78,50,51,440.7,43,92,47,27.06
5,2.65,170.8,91.6,8,0.21,33,10,207.3,0.59,82,1,3.56,4.61,9.62,207,11.01,1.49,2.95,1,8.58,51,46,785.8,25,164,37,38.8
5,2.27,64.3,78.4,10,0.24,5,11,297.5,0.98,266,2,3.52,3.89,7.81,125,9.81,1.36,2.58,3,11.19,65,50,253.3,30,111,84,51.39
1,2.43,161.1,91.8,5,2.37,6,8,458.7,0.41,245,1,3.87,4.21,10.6,138,11.4,1.75,3.69,2,5.89,54,44,867.8,43,167,37,42.63
4,2.4,26.9,84.2,7,0.49,69,9,176.6,0.83,359,4,5.89,6.54,11.96,85,13.39,2.1,4.56,3,14.13,68,48,469,33,115,68,45.48
5,2.96,170.6,31.8,10,0.95,88,14,302.2,0.3,100,1,5.81,8.09,14.84,161,16.81,1.93,4.07,1,15,54,52,369.4,25,163,70,34.64
6,2.62,226.6,56.7,7,1.95,26,6,135.7,0.97,259,3,2.92,3.76,7.92,130,9.43,1.19,2.69,3,6.2,65,54,138.6,33,101,93,52.9
1,2.75,60,20,4,1.03,0,14,274,0.58,126,4,4.6,6.45,10.52,135,11.41,2.17,3.43,2,17.7,67,40,882.5,43,48,81,36.05
6,2.53,20.2,72.8,5,1.8,69,14,169.5,0.51,144,4,4.65,5.94,9.74,98,10.89,1.28,3.8,3,6.72,59,45,479.5,23,273,38,26.44
4,2.33,236.9,80.4,3,0.61,27,4,331.2,0.78,264,3,5.54,5.8,13.19,177,14.08,1.65,4.88,2,17.85,45,40,947.2,37,58,70,36.56
5,2.54,257.1,68.5,4,2.03,75,11,487.9,0.83,344,4,4,4.81,10.86,229,11.65,1.32,3.89,2,17.39,55,53,731.6,20,214,42,52.67
6,2.83,295.5,30.1,8,0.78,20,9,140.6,0.66,60,3,4.14,4.2,9.35,138,11.27,0.9,3.97,3,19.86,58,34,430.6,40,180,90,21.08
5,2.28,81.8,79.5,5,0.12,50,10,85.2,0.57,142,2,4.87,6.93,10.54,119,11.27,1.55,3.69,3,13.3,73,32,616.2,20,62,67,27.97
6,2.62,238.4,28.7,8,1.03,54,6,247.2,0.84,274,3,2.61,3.76,7.28,116,9.03,1.22,2.08,2,18.13,63,39,603.5,43,45,73,41.95
4,2.25,192,45.2,7,1.53,50,9,444.1,0.48,104,4,2.81,4.13,6.3,172,7.2,0.84,2.8,3,18.69,52,43,177.9,33,266,69,43.98
5,2.84,174.3,91.6,9,2.37,41,1,465.7,0.67,165,4,5.59,6.52,12.18,122,13.74,2.61,4.91,2,13.82,55,42,828.7,22,239,68,49.35
1,2.9,153.2,49.9,4,0.74,36,1,320.4,0.82,176,2,4.08,6.11,8.34,110,9.21,0.98,3.6,2,14.69,53,54,259.9,45,141,99,41.4
3,2.36,285.7,87,5,0.73,75,6,120.1,0.58,293,1,6.07,9.04,14.66,169,16.54,2.85,5.24,3,10.04,61,45,523.4,41,133,38,13.99
3,2.72,264.6,48.1,6,0.86,17,9,356.5,0.79,99,3,5.04,7.54,11.41,199,12.27,1.79,3.93,1,10.21,74,41,616.8,36,111,88,42.49
4,2.21,134.7,60.1,5,1.59,73,8,272.8,0.79,214,2,3.34,4.12,7.16,219,8.72,1.06,3.27,3,6.72,49,42,517.4,25,33,61,45.27
5,2.7,271,30.2,6,2.09,61,7,445.3,0.31,120,2,5.38,7.18,14.17,90,15.23,1.64,5.07,2,7.75,66,54,541.6,41,104,42,24.34
5,2.22,52,64.6,5,1.95,6,2,494.3,0.91,455,4,6.3,8.63,13.46,139,14.66,2.71,4.52,3,16.14,64,44,757.7,36,206,62,70.73
3,2.99,62.4,25.9,8,0.23,55,9,258.5,0.51,94,2,5.48,5.63,13.78,144,14.68,2.68,5.3,1,18.85,74,47,661.5,25,217,80,33.29
6,2.71,122.2,71.7,5,1.91,71,14,481.1,0.58,420,1,2.86,3.34,6.35,225,7.92,1.11,2.77,3,5.55,66,31,734,32,124,78,46.15
5,2.91,131.2,39.5,6,0.57,14,8,338.5,0.33,432,1,5.94,6.54,14.74,140,16.21,2.07,5.1,3,7.62,75,53,620.4,37,252,34,17.7
1,2.21,201.1,99.9,8,2,90,9,133.1,0.55,134,2,2.51,3.23,6.23,129,6.8,0.72,1.92,1,16.09,66,54,966.3,29,124,86,39.7
5,2.59,131.5,61.3,9,2.37,73,1,176.8,0.98,261,3,3.52,3.88,8.49,149,9.85,1.09,2.5,1,8.66,57,32,967.6,31,179,91,51.19
4,2.71,23.7,67.6,7,1.52,0,9,110.1,0.78,401,4,3.68,4.5,10.5,89,11.75,1.72,3.37,2,9.92,57,52,841.7,40,218,68,33.49
1,2.32,27.6,62.3,4,1.62,77,6,273,0.5,250,3,3.39,3.51,9.46,191,11.45,0.77,2.54,1,19.99,67,51,757.1,24,298,99,30.22
3,2.31,73.5,39.9,5,2.44,27,15,485.6,0.46,290,4,6.28,7.52,12.66,86,13.99,1.76,5.13,2,11.33,65,39,827.7,36,189,77,32.76
3,2.37,190.3,43.1,10,1.91,62,15,164.8,0.58,128,3,3.5,3.7,7.12,151,8.53,1.29,3.24,2,6.98,57,31,931.8,42,110,74,36.96
5,2.91,204.9,88.3,4,1.44,67,8,477.2,0.5,79,3,6.01,8.92,12.53,220,14.24,1.53,5.93,3,15.61,56,40,931.9,23,182,59,27.37
3,2.53,109,56.5,9,1.06,87,6,270.2,0.39,416,3,7.12,9.38,14.89,213,16.69,1.52,5.59,2,7.25,70,54,342.7,34,181,39,29.02
6,2.94,297.2,64.8,7,2.08,23,14,466,0.65,165,2,2.48,3.04,6.91,240,8.19,0.86,1.99,1,12.58,52,44,404.7,43,299,43,46.92
6,2.78,45.6,47.8,7,0.64,77,15,277.7,0.46,227,4,4.14,6.11,10.95,196,11.56,1.65,3.24,2,11.43,66,30,898,20,171,80,40.51
5,2.68,201.5,46.3,5,1.25,49,13,264.8,0.32,437,4,2.91,3.58,6.01,130,6.53,0.86,2.62,3,12.26,48,53,625.2,37,21,31,13.94
6,2.43,84.1,26.1,3,1.64,44,8,246.9,0.49,309,1,6.26,8.54,12.81,195,14.31,3.09,5.34,3,11.17,71,40,558.9,27,148,96,25.34
3,2.95,99.7,93.7,5,1.81,32,6,166.2,0.87,128,4,4.71,5.8,12.44,159,13.85,1.87,4.35,2,19,64,37,314.3,23,222,56,36.48
1,2.94,121.2,81.4,7,1.55,10,6,82.7,0.77,90,3,3.28,4.61,9.61,92,10.16,0.76,2.43,3,17.6,54,37,621.8,34,177,57,35.93
5,2.62,171.5,99.6,8,1.27,48,5,448.6,0.37,279,4,6.74,7.67,14.38,186,15.88,2.5,5.03,3,12.56,56,47,132.9,33,143,73,44.24
5,2.35,234,84.2,10,1.23,55,8,333.9,0.83,255,4,3.65,4.31,9.81,193,10.93,0.82,2.62,1,18.95,59,55,280.2,33,129,71,57.93
4,2.67,65,70.2,10,1.45,13,2,133.5,0.67,274,3,5,5.7,12.96,145,14.49,1.89,3.8,3,9.58,52,49,401.4,28,289,43,25.34
5,2.46,134.2,93.5,10,0.53,68,12,419.9,0.55,424,4,5.12,5.35,11.75,224,13.65,1.67,3.77,2,5.85,73,46,630.5,38,130,82,48.8
5,2.35,186.3,97.2,8,1.86,60,1,361.2,0.52,161,4,4.34,5.74,8.91,101,10.47,1.93,3.97,3,11.55,55,39,489.1,28,243,54,42.11
6,2.86,147.1,99.4,10,0.91,87,5,92.2,0.87,451,1,3.96,5.75,11.53,121,12.53,1.09,3.3,2,8.16,71,54,896.2,31,98,72,41.07
4,2.79,146.3,31,8,0.26,28,12,153.5,0.77,470,3,6.47,9.3,13.13,200,13.67,1.57,5.39,2,16.53,66,41,584.6,30,250,99,44.55
3,2.22,94.9,43,9,0.67,3,4,436.1,0.42,496,1,3.17,3.47,8.77,133,10.29,1.29,2.7,1,10.43,60,39,498.7,28,108,80,29.3
4,2.76,237.3,98,5,1.37,51,4,352.4,0.87,188,4,2.67,3.37,7.42,116,8.39,0.98,1.9,2,10.63,61,50,119.3,43,85,89,61.83
3,2.9,186.2,67.3,5,0.45,10,14,71.8,0.93,144,4,5.87,6.33,12.39,121,13.7,1.52,5.39,1,10.13,73,35,171.5,31,224,70,44.81
3,2.89,95.4,85.4,9,1.87,25,12,222.9,0.98,394,4,3.68,4.86,9.57,139,10.79,1.4,2.69,3,19.31,75,33,393.4,22,234,85,63.7
1,2.56,105.9,58.4,4,1.14,56,12,325.8,0.81,350,2,4.55,6.57,12.96,220,14.27,1.4,3.82,1,10.92,47,51,749.6,23,213,36,43.01
1,2.81,223.5,77.9,10,0.25,86,2,196.4,0.97,85,3,5.02,7.25,14.11,183,14.66,1.67,4.24,2,18.57,71,47,420,35,247,96,54.2
4,2.42,221,80.1,4,1.17,2,2,66.4,0.35,290,1,2.87,3.36,7.44,185,8.02,0.69,2.38,3,6.16,49,48,162.1,25,299,40,22.05
6,2.35,243,41,8,0.28,59,8,183.5,0.37,114,3,6.79,8.73,14.6,157,16.5,2.97,6.63,2,15.06,64,45,387.9,27,106,45,-0.36
4,2.43,256.3,57.1,6,2.45,75,6,111,0.47,322,2,5.38,5.52,13.07,142,14,1.71,4.72,3,9.55,46,43,602.2,45,297,58,26.61
1,2.43,88.8,92.4,8,1.3,35,2,188.8,0.8,108,3,3.99,4.95,10,105,10.7,1.67,3.45,2,10.31,52,46,675.1,43,24,54,44.03
3,2.79,167.7,82.8,8,2.1,12,10,357.3,0.88,279,2,5.73,8.25,11.93,135,13.22,2.25,5.36,3,12.9,58,35,327.3,28,198,75,53.21
1,2.41,140.4,36.1,5,0.76,33,8,476.5,0.78,351,3,5.46,6.5,14.88,118,15.52,1.47,5.11,3,9.55,55,54,551.2,26,181,43,42.51
1,2.35,106.3,73.8,3,0.88,82,14,455.1,0.66,276,1,5.44,7.53,13.03,236,13.59,2.24,4.01,2,5.22,68,46,282.2,34,14,74,50.41
6,2.66,165,85.4,10,0.1,82,13,241.3,0.66,133,1,3.1,3.34,7.43,158,8.43,1,2.85,2,19.89,63,47,894.1,36,266,70,42.79
5,2.58,224.8,29.4,5,2.11,87,13,494.6,0.72,262,2,2.72,3.46,7.39,198,7.95,0.87,2.02,1,9.27,59,50,266.4,36,258,92,60.47
4,2.8,240.5,82.7,8,2.3,66,1,76.9,0.51,232,1,4.32,5.18,11.52,158,12.46,1.71,3.21,3,19.66,50,44,407.1,44,71,73,34.2
4,2.49,55.4,84.7,4,0.38,18,10,459.2,0.88,225,3,2.29,2.96,6.42,213,7.32,0.85,1.96,3,9.88,74,31,463,31,261,72,56.94
4,2.61,106,60.7,6,2.02,37,10,292.7,0.97,74,1,3.45,4.13,8.8,112,9.37,0.77,3.01,1,19.92,75,38,420.7,45,278,67,63.99
4,2.58,283.4,89.2,10,2.16,85,3,158.5,0.55,71,2,4.46,5.87,12.82,114,14.26,1.7,4.31,1,6.11,63,38,647.9,31,81,61,27.43
4,2.92,298.8,57.7,9,2.2,79,8,194.6,0.43,400,4,6.2,7.45,13.9,152,15.38,2.68,4.91,1,8.08,66,43,634.5,20,199,83,15.35
3,2.65,245.4,57.7,9,1.36,35,12,273.1,0.89,324,2,3.11,4.34,6.69,86,7.48,0.77,2.96,1,7.78,48,30,948.1,26,142,84,57.31
6,2.42,33.1,54.8,10,0.2,59,6,179.4,0.76,258,2,5.09,5.2,11.54,166,12.14,1.97,4.75,3,5.91,55,45,798,37,164,52,38.37
1,2.43,94.8,58.3,7,2.4,85,6,153.4,0.51,416,4,6.88,6.97,14.97,171,15.88,3.16,5.81,1,12.76,47,34,487.7,22,146,47,18.34
1,2.28,151.3,30.4,10,1.87,29,2,75.4,0.7,273,1,4.25,6.18,10.27,237,12.1,1.23,3.1,1,9.39,70,44,706.3,35,189,47,41.28
5,2.69,268.2,66.1,3,1.75,69,15,155.4,0.63,70,1,3.57,4.29,7.83,98,8.68,1.12,3.01,2,10.58,62,31,272.5,43,223,67,23.89
5,2.22,272.9,48.4,9,2.31,0,8,277.7,0.88,17,1,5.76,7.33,12.15,248,13.73,2.87,4.53,1,19.52,51,52,105,32,158,35,41.39
3,2.64,199.4,99.5,7,0.48,11,4,258.4,0.8,28,3,2.81,3.46,7.14,196,7.96,1.31,2.48,2,11.62,70,34,669.6,35,231,55,45.31
